name	status	consortium	phsId	library:dataUseRestriction	library:indication	library:studyDesign	library:datatype	subjectCount	bucketName	sampleCount	participantCount	familyCount	discoveryCount	bucketSize	requestorPays	NRES	GRU	HMB	IRB	PUB	COL	NPU	MDS	GSO	DS	diseaseText	consentLongName	consentTitle
AnVIL_CCDG_Broad_NP_Epilepsy_USABCH_EPI_MUL_CON_MDS_WES	Released	 CCDG	 phs001489	DS-EPI-MULTI-MDS	epilepsy	Case Set	Exome	318	fc-secure-6bc832d1-a35b-4676-bf68-a5772e2be044	318	318	0	0	434901408939	True	False	False	False	False	False	False	False	True	False	EPI-MULTI	Epilepsy Multiple Disorders	Use of the data must be related to Epilepsy Multiple Disorders. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (EPI-MULTI, MDS)
AnVIL_CCDG_Broad_NP_Epilepsy_CZEMTH_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case Set	Exome	16	fc-secure-6c21e787-1a4b-4235-b756-9ce6096fc815	16	16	0	0	28348281001	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Baylor_CVD_HemStroke_Duke_DS_WGS	Released	 CCDG	 Registration Pending	DS	hemorrhagic stroke	TBD	Whole Genome	0	fc-secure-6cb5e032-ae16-464a-859b-56384e40f1a3	60	60	0	0	971118156702	True	False	False	False	False	False	False	False	False	False			"ERROR: Missing required parameter to ""DS"""	ERROR
AnVIL_CSER_NYCKIDSEQ_HMB	Released	 CSER	 phs002337	HMB	Suspected Genetic Disorder	Clinical Trial	Targeted Panel, Whole Exome Sequencing	269	fc-secure-6d30c190-707a-46d2-8654-558c3d8058fc	269	0	0	0	16626047049336	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_eMERGE_PRS_Arrays	Released	 eMERGE	 Registration Pending	TBD	Unspecified	TBD	TBD	0	fc-secure-6e3aff69-5567-4508-b3ec-9d472426dc68	0	0	0	0	24661979774491	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_NIMH_Broad_WGSPD1_McCarroll_COGS_DS_WGS	Released	Unspecified	 phs002041	NA	Schizophrenia/Bipolar	Case-Control	Whole Genome	0	fc-secure-6f427365-290e-43a8-a4e7-62630df3cdb0	536	536	0	0	6398399310730	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_NIMH_Broad_WGSPD1_McCarroll_Light_DS_WGS	Released	Unspecified	 phs002041	DS-SCZ-MDS	Schizophrenia	Case Control	Whole Genome	0	fc-secure-71797900-a3c3-4960-a047-1806e722e69a	53	53	0	0	11368610727	True	False	False	False	False	False	False	False	True	False	SCZ		"Use of the data must be related to disease ""SCZ"". The dataset can be used for methods research and development (e.g., development of statistical software or algorithms)."	Disease-specific research and clinical care (SCZ, MDS)
anvil_ccdg_broad_ai_ibd_daly_lewis_sparc_gsa	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Genotyping Array	2867	fc-secure-7190c66e-4c6f-4922-af62-046a895ef031	2867	2863	0	0	489574299032	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_NYGC_NP_Autism_PELPHREY_ACE_GRU_WGS	Released	 CCDG	 phs002043	GRU	autism spectrum disorder	Parent-Offspring Trios, Parent-Offspring Quads	Whole Genome	0	fc-secure-7248d8b7-e064-487c-9514-28a7cf0e271c	197	197	0	0	3285255806601	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_nhgri_broad_ibd_daly_winter_wes	Released	 CCDG	 phs001642	DS-IBD	inflammatory bowel disease	Case-Control	Exome	412	fc-secure-72a949c5-0b7d-45c9-96c3-ff4d25815ed5	412	412	0	0	785782641820	True	False	False	False	False	False	False	False	False	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease.	Disease-specific research and clinical care (IBD)
anvil_ccdg_broad_ai_ibd_daly_louis_wes	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Exome	2120	fc-secure-73036e74-c8b0-4e6f-9f4f-ca55b599d5d1	2120	2120	0	0	2912468279530	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CMG_Broad_Brain_Muntoni_WES	Released	 CMG	 phs001272	TBD	Mendelian disorders	TBD	Exome	0	fc-secure-7485fa58-a519-465f-ba99-757a2ab87492	0	10	0	0	1248	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
anvil_ccdg_broad_daly_igsr_1kg_twist_gsa	Released	 CCDG	 N/A	GRU	inflammatory bowel disease	Case-Control	Genotyping Array	0	fc-secure-752e48e6-1e66-4f85-9194-456562e87b90	0	671	0	0	115861226973	False	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_CANUTN_DS-EP_WES	Released	 CCDG	 phs001489	DS-EP	epilepsy	Case Set	Exome	143	fc-secure-75f95e44-299f-4666-bed3-46dd679b12d8	143	143	0	0	237061068216	True	False	False	False	False	False	False	False	False	False	EP	Epilepsy	Use of the data must be related to Epilepsy.	Disease-specific research and clinical care (EP)
AnVIL_CCDG_Broad_NP_Epilepsy_USAMON_GRU_GSRS_GSA-MD	Released	 CCDG	 TBD	TBD	epilepsy	Case-Control	Genotyping Array	0	fc-secure-76038674-1a4f-42ed-9e57-e3cf91896a9a	46	46	0	0	10553377665	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CCDG_Broad_NP_Epilepsy_ITAUMC_DS_NEURO_MDS_WES	Released	 CCDG	 phs001489	DS-NEUROLOGY-MDS	epilepsy	Case set	Exome	412	fc-secure-7a160245-84eb-4383-80ed-f41c2411e702	412	412	0	0	657377664153	True	False	False	False	False	False	False	False	True	False	NEUROLOGY	Neurology	Use of the data must be related to Neurology. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (NEUROLOGY, MDS)
AnVIL_GREGOR_RELEASE_01_GRU	Released	 GREGoR	 phs003047	GRU	Mendelian Disorders	Case/Control, Cohort, Parent-Offspring Trios, Case Set	Whole Exome, Whole Genome	0	fc-secure-7b19b768-3045-4b0e-a717-8f93c3bc83a6	0	2217	863	0	11792905	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_LEBABM_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case-Control	Exome	844	fc-secure-7c845669-3781-4ac0-bb59-1495d68d1d85	844	844	0	0	1017278441018	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_ccdg_asc_ndd_daly_talkowski_renieri_asd_exome	Released	 CCDG	 phs002502	DS-MH	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-7e0893cd-4f31-41e4-b1d2-3e656097824a	765	765	0	0	959125121488	True	False	False	False	False	False	False	False	False	False	MH	Men's Health	Use of the data must be related to Men's Health.	Disease-specific research and clinical care (MH)
ANVIL_NIA_CARD_LR_WGS_NABEC_GRU	Released	 CARD	 phs003181	GRU	Not applicable. All phenotype data is present in dbGaP	Resource generation for the science community	Whole Genome	14	fc-secure-7e36c949-47ce-4783-b5d3-33be9d6aabf8	14	0	0	0	24368963997528	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_ccdg_broad_ai_ibd_daly_chung_gider_wes	Released	 CCDG	 phs001642	DS-GI,18+	inflammatory bowel disease	Case-Control	Exome	627	fc-secure-7e9fe869-643a-4828-a1b7-0245e34745ae	627	627	0	0	552243236561	True	False	False	False	False	False	False	False	False	False	GI,18+		"Use of the data must be related to disease ""GI,18+""."	Disease-specific research and clinical care (GI,18+)
AnVIL_CMG_Broad_Orphan_Chung_WES	Released	 CMG	 phs001272	TBD	Mendelian disorders	TBD	Exome	0	fc-secure-7ee9345a-c39b-4b8e-8756-4709f3a97528	0	48	0	0	2272	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CMH_GAFK_SCATAC	Released	 CMH	 phs002206	DS-PEDD-IRB	pediatric disease	TBD	TBD	320	fc-secure-800ada66-16ec-4944-a06a-affc09cab93f	322	0	0	322	652184425941	True	False	False	False	True	False	False	False	False	False	PEDD	Pediatric Disease	Use of the data must be related to Pediatric Disease. Requesting institution's IRB or equivalent body must approve the requested use.	Disease-specific research and clinical care (PEDD, IRB)
AnVIL_CCDG_Broad_NP_Epilepsy_USACHP_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case-Control	Exome	3333	fc-secure-80c1f0c8-9ac3-4e32-a9f7-d526e9e5373c	3333	3333	0	0	4406125807277	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_USAMON_HMB_WES	Released	 CCDG	 phs001489	HMB-NPU-MDS	Epilepsy	Case Set	Exome	4	fc-secure-82c25946-2144-4088-94f8-736da9d98fdb	4	4	0	0	3657559055	True	False	False	True	False	False	False	True	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to not-for-profit organizations. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (NPU, MDS)
ANVIL_CMG_BROAD_ORPHAN_SCOTT_WGS	Released	 CMG	 phs001272	TBD	Mendelian disorders	TBD	Whole Genome	0	fc-secure-8402515d-70a6-4dbe-8d0c-f22307a0b0dd	15	15	0	0	245738169040	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CCDG_Broad_NP_Epilepsy_HKGHKK_HMB_MDS_WES	Released	 CCDG	 phs001489	HMB-MDS	epilepsy	Case Set	Exome	665	fc-secure-84e57da6-4df9-45de-9f82-8a550887a7fa	665	665	0	0	661882992917	True	False	False	True	False	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (MDS)
AnVIL_ccdg_asc_ndd_daly_talkowski_barbosa_asd_exome	Released	 CCDG	 phs002502	GRU	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-86cbdfa9-cbc0-40fb-adfa-3dd467ae1062	213	213	0	0	358157492679	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_ccdg_asc_ndd_daly_talkowski_hultman_asd_exome	Released	 CCDG	 phs002502	GRU	autism spectrum disorder		Exome	0	fc-secure-870d27c3-a758-4535-b8dd-5fc0514c5215	1554	1554	0	0	2473304740099	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_ccdg_broad_ai_ibd_niddk_daly_duerr_wes	Released	 CCDG	 phs001642	HMB-MDS	inflammatory bowel disease	Case-Control	Exome	1866	fc-secure-877e6c8c-72ef-46d0-b3f3-37dd175771fe	1866	1866	0	0	2499809563346	True	False	False	True	False	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (MDS)
AnVIL_CCDG_WashU_CVD_EOCAD_WashU-CAD_DS_WGS	Released	 CCDG	 phs001227	DS-ATHSCL-IRB-MDS	atherosclerosis	Case-Control	Whole Genome	80	fc-secure-87fff435-fd01-4bd9-91b4-8670f7b19162	80	0	0	0	3704546499229	True	False	False	False	True	False	False	False	True	False	ATHSCL	Atherosclerosis	Use of the data must be related to Atherosclerosis. Requesting institution's IRB or equivalent body must approve the requested use. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (ATHSCL, IRB, MDS)
ANVIL_CMG_YALE_DS-RARED	Released	 CMG	 phs000744	DS-RARED	Mendelian disorders	Mendelian	Exome	0	fc-secure-88badcb3-692d-44c4-a9f8-bc14969c1b54	171	171	87	0	139064364076	True	False	False	False	False	False	False	False	False	False	RARED	Rare Disease	Use of the data must be related to Rare Disease.	Disease-specific research and clinical care (RARED)
AnVIL_CCDG_Baylor_CVD_HemStroke_BNI_HMB_WGS	Released	 CCDG	 Registration Pending	HMB	hemorrhagic stroke	TBD	Whole Genome	0	fc-secure-8976991f-e383-43db-86b5-3d1b15af0a51	160	160	0	0	2805624305374	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_CMG_Broad_Kidney_Hildebrandt_WGS	Released	 CMG	 phs001272	Consortia Access Only	Mendelian disorders	Parent-Offspring Trios	Whole Genome	27	fc-secure-897c9696-eae5-4f73-acf3-9118f5e1e698	27	0	27	27	522703531739	True	False	False	False	False	False	False	False	False	False			"ERROR: Unknown symbol ""Consortia Access Only"""	ERROR
AnVIL_ccdg_asc_ndd_daly_talkowski_gargus_asd_exome	Released	 CCDG	 phs002502	DS-ASD-MDS	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-89bba08d-ef3b-47bb-9c9b-a937d7550a97	129	129	0	0	212620816819	True	False	False	False	False	False	False	False	True	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (ASD, MDS)
AnVIL_ALS-FTD_ALS_AssociatedGenes_GRU_v1	Released	 ALS-FTD	 phs001585	GRU	ALS, ALS-FTD	Case/Control	Whole Exome and Genome	0	fc-secure-89d09af9-ce39-42b6-8b41-735cfe64561c	0	0	0	0	139422939554845	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_DEUUKL_HMB_WES	Released	 CCDG	 phs001489	HMB	epilepsy	Case Set	Exome	209	fc-secure-8a282388-3c56-48c6-99c8-ea4b52c053b9	209	209	0	0	378284179478	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_ccdg_asc_ndd_daly_talkowski_herman_asd_exome	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-8a297961-e042-4d02-826f-0322b3d7fbff	49	49	0	0	82699762563	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
anvil_ccdg_broad_ai_ibd_daly_kastner_fmf_nhgri_wes	Released	 CCDG	 phs001642	HMB_MDS	inflammatory bowel disease	Case-Control	Exome	27	fc-secure-8e33ed08-f7d0-42a1-b062-dfad911c9bf7	27	27	0	0	23583198313	True	False	False	True	False	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (MDS)
AnVIL_CCDG_Broad_NP_Epilepsy_DEUUKB_HMB_NPU_MDS_WES	Released	 CCDG	 phs001489	HMB-NPU-MDS	epilepsy	Case Set	Exome	2498	fc-secure-8ec82876-176f-4f33-ae98-0a3cae871ed4	2498	2498	0	0	3871142657944	True	False	False	True	False	False	False	True	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to not-for-profit organizations. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (NPU, MDS)
AnVIL_GREGOR_RELEASE_01_HMB	Released	 GREGoR	 phs003047	HMB	Mendelian Disorders	Case/Control, Cohort, Parent-Offspring Trios, Case Set	Whole Exome, Whole Genome	0	fc-secure-8fc2057e-2be9-43d8-b8a0-36c493d4b546	0	285	124	0	1945102	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
anvil_ccdg_broad_ai_ibd_daly_mcgovern_niddk_wes	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Exome	8510	fc-secure-91f9e579-b064-4992-8b00-c789ca48f861	8510	8518	0	0	10524705056078	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_NIMH_Broad_WGSPD1_McCarroll_Escamilla_DS_WGS	Released	 WGSPD1	 phs002041	DS-MLHLTH-MDS	Schizophrenia cases and controls	Case-Control	Whole Genome	85	fc-secure-945a70d2-6f85-4130-b624-038a2e171811	85	0	0	0	3446932111306	True	False	False	False	False	False	False	False	True	False	MLHLTH	Mental Health	Use of the data must be related to Mental Health. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (MLHLTH, MDS)
AnVIL_CCDG_NYGC_NP_Autism_CAG_DS_WGS	Released	 CCDG	 phs002004	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Whole Genome	0	fc-secure-9472fed0-5f8d-4a1c-a778-9ae44d90462d	734	734	0	0	14003155233157	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
AnVIL_CCDG_Broad_NP_Epilepsy_CYPCYP_HMB_NPU_MDS_WES	Released	 CCDG	 phs001489	HMB-NPU-MDS	epilepsy	Case Set	Exome	179	fc-secure-94c90c12-376d-419a-96d9-ed37e1b1a5bb	179	179	0	0	297026551650	True	False	False	True	False	False	False	True	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to not-for-profit organizations. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (NPU, MDS)
ANVIL_CMG_Yale_GRU	Released	 CMG	 phs000744	GRU	Mendelian disorders	Mendelian	TBD	2166	fc-secure-95f51891-4082-405c-8373-457ce9fd0bce	2181	0	1192	0	1920690191557	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_ccdg_asc_ndd_daly_talkowski_kolevzon_asd_exome	Released	 CCDG	 phs002502	GRU	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-980cd412-6b18-480a-b2f2-ad1543c06a91	1160	1160	0	0	1558188344373	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_AUSAUS_EP_BA_CN_ID_MDS_WES	Released	 CCDG	 phs001489	DS-EPSBACID-MDS-RD	epilepsy	Case Set	Exome	1597	fc-secure-986229e0-ac72-420d-bf0e-aa14dea63a05	1597	1597	0	0	2655170617874	True	False	False	False	False	False	False	False	True	False	EPSBACID	Epilepsy, Structural Brain Abnormalities, Convulsions, Intellectual Disability	"ERROR: Unknown symbol ""RD"""	ERROR
AnVIL_CCDG_Broad_NP_Epilepsy_USAFEB_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case Set	Exome	31	fc-secure-98a7c433-bacc-44fd-96f6-faed04dd1c96	31	31	0	0	58453276380	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CMG_Broad_Muscle_Beggs_WGS	Released	 CMG	 phs001272	TBD	Mendelian disorders	TBD	Whole Genome	0	fc-secure-9ada5f40-88a5-413a-971e-8feb61f4030c	0	0	0	0	833222286290	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_ccdg_asc_ndd_daly_talkowski_hertz-picciotto_asd_exome	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-9befa92f-ef34-4fcf-8df5-d085656e26dd	1537	1537	0	0	2619632706779	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
AnVIL_CCDG_Broad_NP_Epilepsy_AUSAUS_EPIL_BA_MDS_WES	Released	 CCDG	 phs001489	DS-EPSBA-MDS-RD	epilepsy	Case Set	Exome	12	fc-secure-9c348df7-4da1-428a-a785-e06db3a9f208	12	12	0	0	22792814686	True	False	False	False	False	False	False	False	True	False	EPSBA	Epilepsy, Structural Brain Abnormalities	"ERROR: Unknown symbol ""RD"""	ERROR
anvil_ccdg_broad_ai_ibd_daly_chung_gider_gsa	Released	 CCDG	 phs001642	DS_GI_18+_MDS	inflammatory bowel disease	Case-Control	Genotyping Array	627	fc-secure-9ce99808-d26f-4f79-a884-75b608b9c623	627	628	0	0	108123850504	True	False	False	False	False	False	False	False	True	False	GI_18+		"Use of the data must be related to disease ""GI_18+"". The dataset can be used for methods research and development (e.g., development of statistical software or algorithms)."	Disease-specific research and clinical care (GI_18+, MDS)
AnVIL_CCDG_Broad_NP_Epilepsy_CANCAL_GRU_v2_WES	Released	 CCDG	 phs001489	GRU	Epilepsy	Case Set	Exome	267	fc-secure-9d6fa1da-febc-4002-ac97-21c371df16a6	267	267	0	0	238639849382	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CMG_BaylorHopkins_HMB-IRB-NPU_WES	Released	 CMG	 phs000711	HMB-IRB-NPU	Mendelian disorders	TBD	Exome	438	fc-secure-9defae14-71f1-4096-a992-e24684ac890d	807	0	0	0	4867912425247	True	False	False	True	True	False	False	True	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Requesting institution's IRB or equivalent body must approve the requested use. Use of the data is limited to not-for-profit organizations.	Health/medical/biomedical research and clinical care (IRB, NPU)
AnVIL_CCDG_Broad_NP_Epilepsy_AUTMUV_DS_NS_ADLT_WES	Released	 CCDG	 phs001489	DS-NSD-ADULTS-NPU-MDS	Epilepsy	Case Set	Exome	11	fc-secure-9ffcb8e9-2cc9-47e8-8f57-76ef11d0e128	11	11	0	0	9712319672	True	False	False	False	False	False	False	True	True	False	NSD-ADULTS	Nervous System Diseases-Adults	Use of the data must be related to Nervous System Diseases-Adults. Use of the data is limited to not-for-profit organizations. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (NSD-ADULTS, NPU, MDS)
AnVIL_CCDG_Broad_NP_Epilepsy_USAUPN_Rader_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case Set	Exome	818	fc-secure-a065288d-5bb4-441c-95e9-0ffb20a6cf40	822	822	0	0	978843270168	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_USANCH_DS_NEURO_MDS_WES	Released	 CCDG	 phs001489	DS-NEURO-EP-MDS	epilepsy	Case Set	Exome	312	fc-secure-a191f94c-f77d-47bb-b3f5-d34b3ebe8e48	313	313	0	0	531356230107	True	False	False	False	False	False	False	False	True	False	NEURO-EP	Neurology, Epilepsy	Use of the data must be related to Neurology, Epilepsy. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (NEURO-EP, MDS)
AnVIL_CCDG_Broad_NP_Epilepsy_USAMGH_HMB_MDS_WES	Released	 CCDG	 phs001489	HMB-MDS	epilepsy	Case Set	Exome	20	fc-secure-a473f80e-97a6-4c19-bd68-e37266efb44d	20	20	0	0	19013196467	True	False	False	True	False	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (MDS)
AnVIL_eMERGE_GWAS	Released	 eMERGE	 phs001584	TBD	Unspecified	TBD	TBD	0	fc-secure-a523ce7e-6a39-4bd0-9b4e-85ddc20ff9cc	105108	105108	0	0	3133348061825	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
ANVIL_CMG_YALE_DS-MC	Released	 CMG	 phs000744	DS-MC	Mendelian disorders	Mendelian	Exome	741	fc-secure-a65d8f5d-554d-43ab-9033-6c095936868b	747	0	289	0	541687061875	True	False	False	False	False	False	False	False	False	False	MC	Mendelian Conditions	Use of the data must be related to Mendelian Conditions.	Disease-specific research and clinical care (MC)
AnVIL_CCDG_Baylor_CVD_HemStroke_GERFHS_HMB_WGS	Released	 CCDG	 Registration Pending	HMB	hemorrhagic stroke	TBD	Whole Genome	0	fc-secure-a6c8533c-8111-4986-8621-0b6c633deff6	412	412	0	0	7782830029027	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
anvil_ccdg_broad_ai_ibd_daly_mcgovern_share_wes	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Exome	484	fc-secure-a8750614-42be-42b6-886e-15c284847bdd	484	484	0	0	656628243871	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_NYGC_NP_Autism_TASC_WGS	Released	 CCDG	 phs001741	DS-ASD-IRB	autism spectrum disorder	Prospective Longitudinal Cohort	Whole Genome	905	fc-secure-a8d262fb-151c-4c3d-ac09-7957a168fd5e	905	0	0	0	23696368894216	True	False	False	False	True	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder. Requesting institution's IRB or equivalent body must approve the requested use.	Disease-specific research and clinical care (ASD, IRB)
AnVIL_CCDG_WashU_CVD_EOCAD_Emory_WGS	Released	 CCDG	 phs001880	GRU-NPU	coronary artery disease	Case-Control	Whole Genome	430	fc-secure-a941f3d7-5afc-4886-a4ab-c9d6a6459b1f	430	0	0	0	9948856552415	True	False	True	False	False	False	False	True	False	False			Use of the data is limited only by the terms of the Data Use Certification. Use of the data is limited to not-for-profit organizations.	General research use and clinical care (NPU)
AnVIL_CCDG_Broad_NP_Epilepsy_USACRW_DS_EP_MDS_WES	Released	 CCDG	 phs001489	DS-EP-MDS	epilepsy	Case Set	Exome	326	fc-secure-ab235723-ed31-4242-b5ab-23c177a0e79c	326	326	0	0	618332719878	True	False	False	False	False	False	False	False	True	False	EP	Epilepsy	Use of the data must be related to Epilepsy. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (EP, MDS)
